pattern,category,count_sim,slope_proxy,cat_id,cluster
config.value.invalid-boolean.probe.search.enabled,config/runtime,7,3.0,2,1
config.value.invalid-boolean.probe.search.enabled,config/runtime,4,0.0,2,1
config.value.invalid-boolean.probe.search.enabled,config/runtime,4,0.0,2,1
config.value.invalid-boolean.probe.search.enabled,config/runtime,5,1.0,2,1
config.value.invalid-boolean.probe.search.enabled,config/runtime,4,0.0,2,1
config.value.invalid-boolean.probe.search.enabled,config/runtime,3,-1.0,2,0
config.value.invalid-boolean.probe.search.enabled,config/runtime,6,2.0,2,1
config.value.invalid-boolean.probe.search.enabled,config/runtime,2,-2.0,2,0
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,3,2.0,2,1
spring.boot.application-run-failed,config/runtime,4,3.0,2,1
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,4,3.0,2,1
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,3,2.0,2,1
spring.boot.application-run-failed,config/runtime,4,3.0,2,1
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,3,2.0,2,1
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,4,3.0,2,1
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,3,2.0,2,1
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,0,-1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,4,3.0,2,1
spring.boot.application-run-failed,config/runtime,2,1.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,3,2.0,2,1
spring.boot.application-run-failed,config/runtime,1,0.0,2,0
spring.boot.application-run-failed,config/runtime,3,2.0,2,1
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,2,1.0,2,0
spring.beans.type-mismatch,config/runtime,2,1.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,3,2.0,2,1
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,3,2.0,2,1
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,2,1.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,2,1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,2,1.0,2,0
spring.beans.type-mismatch,config/runtime,4,3.0,2,1
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,3,2.0,2,1
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,3,2.0,2,1
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,2,1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
spring.beans.type-mismatch,config/runtime,2,1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,0,-1.0,2,0
spring.beans.type-mismatch,config/runtime,1,0.0,2,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,4,3.0,0,1
gradle.bootRun.failed,build/gradle,2,1.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,2,1.0,0,0
gradle.bootRun.failed,build/gradle,3,2.0,0,1
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,5,4.0,0,1
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,3,2.0,0,1
gradle.bootRun.failed,build/gradle,3,2.0,0,1
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,2,1.0,0,0
gradle.bootRun.failed,build/gradle,3,2.0,0,1
gradle.bootRun.failed,build/gradle,3,2.0,0,1
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,2,1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,2,1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,2,1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,4,3.0,0,1
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,1,0.0,0,0
gradle.bootRun.failed,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,2,1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,2,1.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,2,1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,3,2.0,0,1
gradle.process.non-zero-exit,build/gradle,3,2.0,0,1
gradle.process.non-zero-exit,build/gradle,4,3.0,0,1
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,3,2.0,0,1
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,2,1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,2,1.0,0,0
gradle.process.non-zero-exit,build/gradle,2,1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,2,1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,3,2.0,0,1
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,4,3.0,0,1
gradle.process.non-zero-exit,build/gradle,4,3.0,0,1
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,1,0.0,0,0
gradle.process.non-zero-exit,build/gradle,0,-1.0,0,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,3,2.0,1,1
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,3,2.0,1,1
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,6,5.0,1,1
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,3,2.0,1,1
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,3,2.0,1,1
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,3,2.0,1,1
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,4,3.0,1,1
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,4,3.0,1,1
javac.cannot-find-symbol,compile/java,4,3.0,1,1
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,2,1.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,1,0.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.cannot-find-symbol,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,3,2.0,1,1
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,3,2.0,1,1
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,4,3.0,1,1
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,3,2.0,1,1
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,3,2.0,1,1
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,4,3.0,1,1
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,2,1.0,1,0
javac.missing-variable.enabled,compile/java,1,0.0,1,0
javac.missing-variable.enabled,compile/java,3,2.0,1,1
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,0,-1.0,1,0
javac.missing-variable.enabled,compile/java,2,1.0,1,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,4,3.0,0,1
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,3,2.0,0,1
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,3,2.0,0,1
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,5,4.0,0,1
gradle.compileJava.failed,build/gradle,4,3.0,0,1
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,3,2.0,0,1
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,3,2.0,0,1
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,2,1.0,0,0
gradle.compileJava.failed,build/gradle,0,-1.0,0,0
gradle.compileJava.failed,build/gradle,5,4.0,0,1
gradle.compileJava.failed,build/gradle,1,0.0,0,0
gradle.compileJava.failed,build/gradle,3,2.0,0,1
gradle.compileJava.failed,build/gradle,3,2.0,0,1
